latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
46.015993,11.12606,1622.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
16/07/1990,55,20.0,9.9,2.50,4.0,258,20.3,3.3,94,42,70,15.1
17/07/1990,61,19.1,9.7,5.80,6.0,273,22.8,3.7,92,49,70,15.2
18/07/1990,1,16.1,11.0,0.00,0.0,37,25.1,4.4,85,46,65,13.4
19/07/1990,51,15.1,9.5,0.90,4.0,170,17.0,3.1,86,58,71,12.6
20/07/1990,2,17.9,8.0,0.00,0.0,177,17.5,3.0,92,51,69,13.8
21/07/1990,51,19.5,9.6,0.40,3.0,218,18.1,3.7,90,53,68,15.3
22/07/1990,55,20.3,10.5,2.70,5.0,237,21.5,4.0,92,54,72,15.8
23/07/1990,63,18.7,9.5,7.80,9.0,243,24.9,4.3,95,69,79,14.8
24/07/1990,63,18.0,10.1,10.30,10.0,267,23.6,4.2,95,56,81,13.2
25/07/1990,61,15.4,8.7,8.60,12.0,238,21.2,3.9,93,59,79,11.7
26/07/1990,63,14.2,8.5,14.50,15.0,234,20.3,3.4,91,72,82,11.1
27/07/1990,3,17.8,5.1,0.00,0.0,239,21.7,4.5,98,47,71,12.5
28/07/1990,51,18.8,8.9,0.10,1.0,203,23.3,4.7,91,56,68,14.7
29/07/1990,51,20.2,9.8,0.20,1.0,205,21.4,4.3,90,51,66,15.7
30/07/1990,61,19.7,11.5,2.90,4.0,100,15.4,3.4,82,47,67,15.2
31/07/1990,53,17.5,8.2,2.70,4.0,35,17.7,4.1,93,55,73,13.4
01/08/1990,55,18.8,11.4,2.00,2.0,40,24.3,4.5,76,48,62,15.0
02/08/1990,2,20.1,7.9,0.00,0.0,270,18.7,3.8,88,48,62,15.5
03/08/1990,51,18.9,12.1,1.40,6.0,193,18.6,3.5,82,56,65,15.7
04/08/1990,51,17.8,11.6,0.50,4.0,188,20.7,3.9,81,57,67,14.8
05/08/1990,53,19.5,10.2,1.80,5.0,211,20.0,3.8,87,53,65,15.0
06/08/1990,63,17.9,9.6,20.60,15.0,236,25.6,3.8,92,63,77,13.4
07/08/1990,63,11.4,7.5,22.00,14.0,47,22.3,4.0,95,70,81,10.3
08/08/1990,61,13.1,6.7,2.90,7.0,31,20.0,3.5,86,53,68,9.8
09/08/1990,3,14.4,6.9,0.00,0.0,158,18.4,3.5,90,48,67,10.8
10/08/1990,51,15.6,8.3,0.30,3.0,201,17.3,2.7,86,52,70,12.0
11/08/1990,55,18.0,7.7,1.90,5.0,279,17.4,3.2,88,50,70,13.2
12/08/1990,61,15.1,8.8,9.70,12.0,268,17.4,3.1,92,74,83,12.0
13/08/1990,61,17.9,4.3,2.20,4.0,258,20.3,3.8,100,56,81,11.8
14/08/1990,61,15.2,8.5,10.70,10.0,247,19.0,3.3,93,74,87,11.6
15/08/1990,61,16.3,5.5,3.40,6.0,304,18.5,2.8,100,62,85,11.3
16/08/1990,61,16.3,4.6,4.90,10.0,230,22.3,3.7,100,62,84,11.2
17/08/1990,63,13.9,6.2,25.70,11.0,333,31.0,4.4,94,70,84,10.6
18/08/1990,3,14.0,3.9,0.00,0.0,286,24.0,4.3,86,50,65,9.5
19/08/1990,51,16.1,6.3,0.40,2.0,231,22.9,4.1,83,53,71,11.6
20/08/1990,51,17.9,7.1,0.50,5.0,240,25.2,4.4,91,57,76,12.9
21/08/1990,3,18.5,8.2,0.00,0.0,312,37.1,6.1,91,44,66,12.9
22/08/1990,2,15.6,6.1,0.00,0.0,22,26.0,4.6,70,43,53,11.2
23/08/1990,1,16.6,8.1,0.00,0.0,212,21.3,4.0,75,51,62,12.4
24/08/1990,1,17.9,7.7,0.00,0.0,209,19.8,4.1,86,58,73,12.9
25/08/1990,53,17.7,7.1,1.70,6.0,227,20.1,3.9,99,60,77,12.8
26/08/1990,55,15.9,7.2,2.70,5.0,38,17.9,3.7,94,60,76,12.2
27/08/1990,61,16.1,6.7,3.10,6.0,53,19.9,3.8,94,56,75,11.6
28/08/1990,61,17.5,7.5,2.80,3.0,280,15.9,3.2,88,49,69,12.6
29/08/1990,61,17.3,6.1,2.80,4.0,267,18.1,3.1,95,54,74,12.3
30/08/1990,61,16.7,5.2,6.30,6.0,255,19.3,3.2,98,63,80,11.5
31/08/1990,63,14.6,8.6,15.90,15.0,224,33.0,4.0,95,73,85,11.0
01/09/1990,53,13.0,6.4,3.90,10.0,219,26.3,3.6,97,81,88,9.8
02/09/1990,51,13.2,7.2,0.80,4.0,4,16.6,3.1,90,54,74,10.0
03/09/1990,51,14.4,7.2,0.10,1.0,325,19.7,2.4,85,52,71,10.6
04/09/1990,61,14.3,7.9,14.80,13.0,256,23.2,4.0,90,61,79,10.5
05/09/1990,53,13.9,3.6,2.80,6.0,307,24.2,3.4,99,51,80,9.4
