latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
45.51845,10.879121,234.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
19/07/1990,3,26.1,19.5,0.00,0.0,154,14.1,4.5,70,44,58,22.5
20/07/1990,1,27.6,19.2,0.00,0.0,163,14.2,4.1,74,43,55,23.4
21/07/1990,1,29.6,17.8,0.00,0.0,127,13.9,4.4,81,41,58,24.5
22/07/1990,2,31.0,18.3,0.00,0.0,99,14.5,4.9,80,39,58,25.4
23/07/1990,2,30.9,19.1,0.00,0.0,96,16.8,5.1,82,44,60,25.7
24/07/1990,61,28.1,19.9,8.50,12.0,76,15.3,4.4,90,52,70,23.9
25/07/1990,53,26.2,18.4,2.30,5.0,104,17.6,5.2,95,52,71,22.3
26/07/1990,3,26.9,18.5,0.00,0.0,90,14.8,5.5,79,40,59,22.7
27/07/1990,3,28.8,17.3,0.00,0.0,99,13.1,4.1,77,34,52,24.0
28/07/1990,3,30.4,17.7,0.00,0.0,99,14.0,5.0,77,34,54,24.7
29/07/1990,3,30.6,18.2,0.00,0.0,264,17.3,6.1,78,37,55,25.1
30/07/1990,55,29.7,19.9,2.10,4.0,311,14.5,3.4,80,43,62,24.7
31/07/1990,55,27.9,20.2,2.20,4.0,51,15.9,4.6,84,51,67,24.4
01/08/1990,61,29.2,20.8,2.80,3.0,50,20.4,7.2,81,46,61,25.2
02/08/1990,1,31.9,19.2,0.00,0.0,62,19.3,7.2,74,33,52,26.3
03/08/1990,1,29.7,21.6,0.00,0.0,89,18.6,7.7,70,36,49,25.7
04/08/1990,1,29.2,21.0,0.00,0.0,92,16.7,6.9,65,35,47,25.2
05/08/1990,1,29.9,20.2,0.00,0.0,218,13.4,4.4,63,34,44,25.7
06/08/1990,61,30.5,18.9,5.00,7.0,93,17.5,5.5,82,36,56,24.6
07/08/1990,61,20.2,16.6,24.80,19.0,81,19.9,7.4,92,81,87,19.2
08/08/1990,3,22.8,15.7,0.00,0.0,89,15.4,5.5,91,47,67,19.5
09/08/1990,3,24.2,17.6,0.00,0.0,207,11.8,4.7,74,46,57,21.2
10/08/1990,1,25.2,17.2,0.00,0.0,251,12.6,4.5,68,45,54,21.9
11/08/1990,3,27.6,16.5,0.00,0.0,302,13.6,4.9,78,45,60,22.8
12/08/1990,3,27.3,18.1,0.00,0.0,69,12.6,4.0,83,48,64,23.1
13/08/1990,51,28.2,16.8,0.40,1.0,313,13.9,4.4,94,49,67,23.6
14/08/1990,53,26.6,19.5,1.30,6.0,287,15.7,4.7,87,54,71,22.8
15/08/1990,53,25.9,17.3,1.10,3.0,269,15.0,3.9,95,59,75,22.2
16/08/1990,51,27.0,16.3,0.40,3.0,91,13.6,3.9,97,55,74,22.4
17/08/1990,63,25.6,18.5,16.60,10.0,77,20.9,6.0,89,65,76,21.7
18/08/1990,2,23.9,16.3,0.00,0.0,91,20.7,6.9,77,41,55,20.2
